@relation 'Ant16BugsBinary-weka.filters.unsupervised.attribute.Remove-R1-2,5-18,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,1-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0'

@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute #BugsBinary {0,1}

@data
0.999486,0.999993,0.998418,0.958232,0.958831,0.999474,0.999528,0.999445,0.972912,0.965192,0
0.928681,0.963809,0.935807,0.890232,0.93413,0.931131,0.934407,0.931024,0.721149,0.885498,0
0.93416,0.999994,0.989237,0.921139,0.942364,0.936142,0.939135,0.936211,0.812142,0.970391,1
0.950571,0.994824,0.987592,0.939583,0.950597,0.952113,0.95435,0.952165,0.879433,0.980699,0
0.950894,0.974147,0.959864,0.890936,0.909429,0.95247,0.954822,0.952577,0.832535,0.947508,1
0.97125,0.891439,0.86284,0.695338,0.711819,0.97227,0.97433,0.972247,0.885475,0.69982,1
0.759261,0.989661,0.962721,0.787617,0.843575,0.766409,0.77749,0.766574,0.572489,0.893658,0
0.81102,0.974147,0.951028,0.913433,0.950597,0.817111,0.825532,0.81701,0.730755,0.93617,0
0.651722,0.97415,0.937536,0.832159,0.901202,0.662528,0.67816,0.662382,0.516084,0.869528,0
0.358893,0.529601,0.392797,0.47577,0.5801,0.381897,0.411452,0.381742,0.306588,0.551158,0
0.999439,0.994824,0.992261,0.958232,0.958831,0.999474,0.999528,0.999445,0.972912,0.965192,0
0.977833,0.994824,0.983059,0.778997,0.80239,0.978032,0.979567,0.977962,0.859921,0.769766,0
0.849651,0.92763,0.896793,0.832252,0.868276,0.854675,0.861643,0.854774,0.718396,0.904189,0
0.990226,0.999993,0.995297,0.993242,1,0.990647,0.990976,0.990584,0.939822,0.992934,0
0.964364,0.984486,0.973726,0.936207,0.950597,0.965565,0.967203,0.965512,0.892554,0.942242,0
0.640936,0.974148,0.94011,0.846544,0.909431,0.652103,0.668178,0.651918,0.556052,0.875527,0
0.902741,0.994824,0.958741,0.652565,0.73652,0.905064,0.910095,0.905683,0.350223,0.878729,0
0.987564,0.932798,0.915243,0.727502,0.736532,0.987796,0.989059,0.987834,0.912401,0.750459,0
0.906806,0.989657,0.975396,0.884213,0.909435,0.909622,0.913947,0.909642,0.804566,0.923106,0
0.97554,0.968978,0.958329,0.934632,0.942364,0.976498,0.977658,0.976481,0.925739,0.94931,0
0.952552,0.68467,0.612481,0.488018,0.514209,0.955258,0.958647,0.955197,0.832535,0.475224,0
0.997942,0.999993,0.998418,0.991636,0.991766,0.998092,0.998102,0.998062,0.972912,1,0
0.988027,0.98449,0.976809,0.917931,0.925907,0.988401,0.989059,0.988448,0.912401,0.94931,0
0.929435,0.989655,0.979896,0.911074,0.925896,0.931601,0.934851,0.931724,0.841307,0.977232,0
0.911983,0.881101,0.835288,0.751791,0.80239,0.915242,0.919655,0.915232,0.670636,0.776428,0
0.748772,0.917292,0.853452,0.797446,0.901213,0.757156,0.768464,0.757231,0.219594,0.879316,0
0.670344,0.612301,0.491883,0.646464,0.744756,0.68336,0.698609,0.683129,0.374316,0.649268,0
0.884111,0.927624,0.895326,0.871145,0.909429,0.888199,0.89349,0.888323,0.692046,0.945005,0
0.914569,0.994829,0.978661,0.89447,0.92591,0.917152,0.921071,0.917237,0.751073,0.951551,0
0.527119,0.896616,0.813665,0.386995,0.547165,0.54118,0.563539,0.541696,-0.185734,0.634944,0
0.997194,0.974147,0.96139,0.927824,0.942364,0.997425,0.997627,0.997395,0.892554,0.933507,0
-0.145616,0.968983,0.912939,0.624985,0.744769,-0.113617,-0.063013,-0.112955,0.072803,0.86298,0
0.51155,0.927631,0.871631,0.749675,0.843577,0.526857,0.548818,0.52708,0.273156,0.901097,1
0.999439,0.994824,0.992261,0.983278,0.983532,0.999558,0.999528,0.99953,0.972912,0.99129,0
0.999439,0.994824,0.992261,0.983278,0.983532,0.999558,0.999532,0.999501,0.979918,0.982586,0
0.999439,0.994824,0.992261,0.983278,0.983532,0.999558,0.999525,0.99953,0.966089,0.99129,0
0.997895,0.994824,0.989134,0.976472,0.983532,0.998064,0.998106,0.998006,0.939822,0.975469,0
0.600481,0.984492,0.942681,0.867227,0.950614,0.612934,0.630624,0.612794,0.39696,0.915438,0
0.886187,0.984491,0.969216,0.926261,0.950612,0.889839,0.894929,0.889878,0.798066,0.975814,0
0.914938,0.979318,0.960098,0.88604,0.917665,0.917622,0.921537,0.917795,0.733036,0.969188,0
0.928503,0.999993,0.989237,0.929546,0.950597,0.93069,0.933909,0.930757,0.818379,0.979175,0
0.829115,0.98449,0.964842,0.849082,0.88474,0.834307,0.842141,0.834517,0.69623,0.95709,0
0.935655,0.994824,0.987592,0.922847,0.93413,0.937608,0.940558,0.937736,0.867512,0.989447,0
0.916529,0.984486,0.966285,0.911342,0.942364,0.919203,0.922979,0.919231,0.76413,0.951551,0
0.997942,0.999993,0.998418,0.974924,0.975299,0.998035,0.998102,0.998006,0.972912,0.982586,0
0.930882,0.979316,0.966035,0.932861,0.950597,0.933181,0.936286,0.93322,0.838712,0.973795,0
0.997942,0.999993,0.998418,0.991636,0.991766,0.998092,0.998102,0.998062,0.972912,1,0
0.830143,0.984486,0.969216,0.892613,0.917663,0.835421,0.8431,0.835545,0.774091,0.975814,0
0.961325,0.989655,0.978381,0.941261,0.958831,0.962604,0.964337,0.962664,0.845086,0.982568,0
0.965487,0.994824,0.989134,0.984855,0.991766,0.966705,0.968154,0.966652,0.932688,0.992934,0
0.980967,0.999993,0.99685,0.97986,0.983532,0.981622,0.982411,0.981609,0.945903,0.996451,0
0.646696,0.984486,0.963415,0.82055,0.860027,0.657388,0.673372,0.657633,0.656703,0.96269,0
0.761212,0.927629,0.891019,0.887143,0.934142,0.769233,0.779882,0.769224,0.643146,0.944305,0
0.721804,0.994831,0.961196,0.803592,0.876511,0.730167,0.742782,0.730384,0.438135,0.929285,0
0.921061,0.974147,0.96139,0.978193,0.991766,0.923861,0.927277,0.923748,0.899821,0.977232,0
0.539851,0.979317,0.94633,0.829471,0.892962,0.553947,0.574505,0.553977,0.510831,0.929063,1
0.539851,0.979317,0.94633,0.829471,0.892962,0.553947,0.574505,0.553977,0.510831,0.929063,1
0.931958,0.984486,0.966285,0.953601,0.983532,0.934293,0.937251,0.934246,0.785226,0.969188,0
0.740709,0.984488,0.953855,0.858036,0.917668,0.74875,0.760385,0.748823,0.549159,0.94097,0
0.983444,0.989655,0.982971,0.968094,0.975299,0.984085,0.984785,0.984102,0.918976,0.992934,0
0.994856,0.999993,0.99685,0.988231,0.991766,0.995103,0.99525,0.995071,0.952789,0.996451,0
0.933132,0.999999,0.992237,0.894343,0.909444,0.935032,0.938175,0.935214,0.835788,0.977232,0
0.921818,0.999999,0.995297,0.926279,0.934145,0.924156,0.927726,0.924246,0.89382,0.984199,0
0.954638,0.989655,0.982971,0.934632,0.942364,0.956071,0.958153,0.956153,0.899821,0.984199,0
0.997895,0.994824,0.987592,0.939583,0.950597,0.997951,0.998091,0.997977,0.892132,0.96322,0
0.952114,0.994831,0.989134,0.934632,0.94238,0.953579,0.955776,0.953661,0.899821,0.984199,0
0.80845,0.974154,0.945445,0.824643,0.876512,0.814351,0.823129,0.814487,0.598583,0.914543,0
0.578746,0.968984,0.903537,0.654218,0.794174,0.591395,0.610615,0.591627,-0.10333,0.804369,0
0.575325,0.984486,0.94999,0.857853,0.925897,0.588436,0.607319,0.588313,0.494851,0.914244,0
0.948465,0.989655,0.979896,0.944594,0.958831,0.950149,0.952452,0.9502,0.865377,0.985992,0
0.731248,0.963809,0.92637,0.82652,0.892963,0.739692,0.751826,0.739788,0.502215,0.917171,0
0.811687,0.989656,0.964068,0.901108,0.9506,0.817609,0.826004,0.81757,0.643384,0.941191,0
0.889787,0.984486,0.967743,0.897728,0.925896,0.893238,0.898247,0.893368,0.7593,0.972485,0
0.91203,0.943132,0.909611,0.887143,0.93413,0.915188,0.919187,0.915126,0.685636,0.899971,0
0.5808,0.968984,0.916074,0.78006,0.884743,0.593744,0.612545,0.593723,0.227102,0.861149,0
0.861505,0.984486,0.969216,0.959984,0.983532,0.866047,0.87213,0.86589,0.832535,0.958226,1
0.947533,0.999999,0.99376,0.897782,0.909442,0.948983,0.951483,0.949203,0.851119,0.989447,1
0.750473,0.984491,0.95786,0.841606,0.892974,0.758121,0.769409,0.758259,0.593075,0.941191,0
0.871324,0.989655,0.971034,0.874364,0.90943,0.875246,0.881127,0.875422,0.706882,0.965923,0
0.730946,0.984486,0.953855,0.875109,0.93413,0.73935,0.75136,0.739289,0.562171,0.923124,0
0.912832,0.974147,0.955377,0.931443,0.958831,0.915773,0.919659,0.915742,0.798066,0.954872,0
0.647266,0.989655,0.976881,0.904339,0.925897,0.658144,0.673871,0.658131,0.800271,0.979175,0
0.948884,0.979316,0.969095,0.964724,0.975299,0.950705,0.952935,0.950698,0.898769,0.989447,0
0.82912,0.762216,0.658012,0.545532,0.678903,0.83561,0.844016,0.83621,-0.011776,0.780701,0
0.871324,0.989655,0.976881,0.904339,0.925897,0.875304,0.881133,0.875422,0.800271,0.979175,0
0.997334,0.989655,0.986106,0.949894,0.950597,0.997453,0.997631,0.997395,0.979918,0.947821,0
0.691844,0.979317,0.950298,0.881062,0.934131,0.7015,0.715243,0.701383,0.62335,0.920317,0
0.699145,0.98966,0.975396,0.850663,0.876507,0.708251,0.721868,0.708425,0.753443,0.967018,1
0.699145,0.98966,0.975396,0.850663,0.876507,0.708251,0.721868,0.708425,0.753443,0.967018,1
0.699145,0.98966,0.975396,0.850663,0.876507,0.708251,0.721868,0.708425,0.753443,0.967018,1
0.78578,0.96898,0.937878,0.821537,0.876499,0.792432,0.802207,0.792555,0.567151,0.911426,1
0.78578,0.96898,0.937878,0.821537,0.876499,0.792432,0.802207,0.792555,0.567151,0.911426,1
0.982997,0.881101,0.855425,0.938081,0.942364,0.98447,0.985256,0.984515,0.932688,0.9703,0
0.916985,0.922455,0.893601,0.889311,0.917663,0.920113,0.923945,0.920026,0.81258,0.893376,0
0.881658,0.994829,0.986066,0.919446,0.934144,0.885297,0.890644,0.885392,0.847027,0.985992,0
0.865254,0.999993,0.989237,0.921139,0.942364,0.869385,0.875435,0.86944,0.812142,0.979175,0
0.841453,0.984486,0.969216,0.959984,0.983533,0.846621,0.853587,0.846511,0.825251,0.975814,0
0.919712,0.994824,0.975806,0.938859,0.975299,0.922308,0.925842,0.922252,0.745305,0.953845,0
0.90279,0.999993,0.99685,0.954778,0.958831,0.90581,0.910144,0.90583,0.926362,0.996451,0
0.723805,0.98966,0.951295,0.846691,0.92591,0.732346,0.744705,0.732345,0.421462,0.911875,0
-0.234463,0.984492,0.902016,0.51351,0.711838,-0.20114,-0.146686,-0.200428,-0.936135,0.755362,1
0.527753,0.953477,0.867273,0.593926,0.777708,0.542028,0.563557,0.542166,-0.611862,0.725904,0
0.484734,0.870769,0.783958,0.68059,0.818876,0.501364,0.524568,0.501717,-0.114397,0.868749,1
0.484734,0.870769,0.783958,0.68059,0.818876,0.501364,0.524568,0.501717,-0.114397,0.868749,1
0.482383,0.979319,0.942502,0.803592,0.876501,0.498121,0.521263,0.498157,0.449337,0.911352,0
0.927378,0.989655,0.976881,0.912736,0.934131,0.929636,0.932952,0.929759,0.806105,0.979175,0
0.900219,0.999994,0.99073,0.916076,0.93413,0.903231,0.907757,0.903338,0.826558,0.982568,1
0.900219,0.999994,0.99073,0.916076,0.93413,0.903231,0.907757,0.903338,0.826558,0.982568,1
0.971193,0.999993,0.99685,0.963133,0.967065,0.972099,0.973372,0.972136,0.932688,0.996451,0
0.925932,0.999993,0.995297,0.959721,0.967065,0.928257,0.931539,0.928264,0.912401,0.992934,0
0.733462,0.979317,0.960098,0.911342,0.942364,0.741871,0.75374,0.741846,0.751073,0.969188,0
0.792154,0.989661,0.966808,0.890232,0.934147,0.79862,0.807929,0.798661,0.663446,0.956321,0
0.382395,0.979321,0.94896,0.843984,0.901208,0.401179,0.428569,0.401097,0.557552,0.93506,0
0.950989,0.984486,0.972207,0.932861,0.950598,0.952611,0.954826,0.952692,0.838712,0.982568,0
0.720669,0.984486,0.966285,0.852371,0.884728,0.729201,0.741837,0.729355,0.716903,0.960367,0
0.911386,0.984486,0.969216,0.943113,0.967065,0.914308,0.918229,0.914305,0.811265,0.975814,0
0.923633,0.974147,0.955377,0.90615,0.93413,0.926149,0.929642,0.926124,0.798066,0.928488,0
0.997334,0.989655,0.979896,0.877634,0.892961,0.99726,0.997631,0.997203,0.899821,0.872511,0
0.401682,0.963814,0.923814,0.743777,0.818872,0.419722,0.44661,0.419977,0.414556,0.911352,0
0.774986,0.968982,0.946273,0.874364,0.90944,0.782091,0.792235,0.782182,0.712532,0.95709,0
0.481186,0.731194,0.634739,0.620748,0.720056,0.498975,0.522666,0.499218,0.260205,0.783841,1
0.481186,0.731194,0.634739,0.620748,0.720056,0.498975,0.522666,0.499218,0.260205,0.783841,1
0.633197,0.922458,0.858626,0.734144,0.843568,0.644874,0.661493,0.645042,0.171971,0.858687,0
0.811071,0.979317,0.960098,0.919785,0.950599,0.817111,0.825525,0.817071,0.757499,0.960367,0
0.96965,0.999993,0.99685,0.963133,0.967065,0.970604,0.971946,0.970641,0.932688,0.996451,0
0.878108,0.999993,0.995297,0.934632,0.942364,0.881839,0.887326,0.881842,0.906015,0.975469,0
0.90666,0.974147,0.952462,0.916593,0.950598,0.909766,0.913958,0.909701,0.765252,0.930619,0
0.930882,0.979316,0.94896,0.878069,0.93413,0.933124,0.93629,0.933162,0.603343,0.917245,0
0.566144,0.98966,0.946622,0.79283,0.88474,0.579305,0.598749,0.579381,0.306588,0.901097,0
0.852665,0.974147,0.956857,0.943113,0.967065,0.857519,0.864053,0.857356,0.84001,0.940656,0
0.92532,0.989655,0.976881,0.921139,0.942364,0.927672,0.931054,0.927765,0.812142,0.979175,0
0.923167,0.979317,0.963036,0.892613,0.917665,0.925593,0.929143,0.925771,0.774091,0.975814,0
0.975213,0.989655,0.981426,0.947959,0.958831,0.976056,0.977172,0.976125,0.885686,0.989447,0
0.737165,0.989655,0.978381,0.899311,0.917662,0.745264,0.757058,0.745334,0.815208,0.982568,1
0.921672,0.984486,0.97526,0.964724,0.975299,0.924301,0.92774,0.924276,0.898769,0.989447,0
0.5423,0.968979,0.909949,0.64367,0.769458,0.55594,0.576851,0.556503,0.009362,0.883477,0
0.682029,0.974148,0.937536,0.789413,0.860027,0.691753,0.706178,0.691882,0.458748,0.896347,1
0.953045,0.92763,0.895326,0.871145,0.909445,0.954962,0.957193,0.955127,0.697971,0.945005,0
0.934064,0.989655,0.978381,0.958074,0.975299,0.936257,0.939149,0.93624,0.85842,0.982568,0
0.347749,0.994824,0.984555,0.958074,0.975299,0.367699,0.396284,0.367287,0.85842,0.982568,0
0.979235,0.979316,0.970648,0.951353,0.958831,0.980042,0.980978,0.980085,0.912401,0.984199,0
0.991675,0.989655,0.984531,0.963133,0.967065,0.992028,0.99239,0.992051,0.939202,0.987729,0
0.979843,0.989655,0.979896,0.969786,0.983532,0.980626,0.981468,0.980555,0.899821,0.968477,0
0.971193,0.999993,0.99073,0.966488,0.983532,0.972156,0.973383,0.972107,0.872523,0.973795,0
0.945894,0.989655,0.976881,0.971651,0.991766,0.947774,0.950094,0.947678,0.859921,0.970391,0
0.629637,0.974147,0.951028,0.921904,0.958831,0.641347,0.657724,0.641191,0.723784,0.96269,1
